maṇḍala,sūkta,ṛca,m-s-r,m-s,ṛṣi,devatā,chandaḥ
10,29,2,10-29-2,10 - 29,vasukraḥ aindraḥ,indraḥ,triṣṭubh
10,29,3,10-29-3,10 - 29,vasukraḥ aindraḥ,indraḥ,triṣṭubh
10,29,4,10-29-4,10 - 29,vasukraḥ aindraḥ,indraḥ,triṣṭubh
10,29,5,10-29-5,10 - 29,vasukraḥ aindraḥ,indraḥ,triṣṭubh
10,29,6,10-29-6,10 - 29,vasukraḥ aindraḥ,indraḥ,triṣṭubh
10,29,7,10-29-7,10 - 29,vasukraḥ aindraḥ,indraḥ,triṣṭubh
10,29,8,10-29-8,10 - 29,vasukraḥ aindraḥ,indraḥ,triṣṭubh
10,30,1,10-30-1,10 - 30,kavaṣaḥ ailūṣaḥ,,triṣṭubh
10,30,2,10-30-2,10 - 30,kavaṣaḥ ailūṣaḥ,,triṣṭubh
10,30,3,10-30-3,10 - 30,kavaṣaḥ ailūṣaḥ,,triṣṭubh
10,30,4,10-30-4,10 - 30,kavaṣaḥ ailūṣaḥ,,triṣṭubh
10,30,5,10-30-5,10 - 30,kavaṣaḥ ailūṣaḥ,,triṣṭubh
10,30,6,10-30-6,10 - 30,kavaṣaḥ ailūṣaḥ,,triṣṭubh
10,30,7,10-30-7,10 - 30,kavaṣaḥ ailūṣaḥ,,triṣṭubh
10,30,8,10-30-8,10 - 30,kavaṣaḥ ailūṣaḥ,,triṣṭubh
10,30,9,10-30-9,10 - 30,kavaṣaḥ ailūṣaḥ,,triṣṭubh
10,30,10,10-30-10,10 - 30,kavaṣaḥ ailūṣaḥ,,triṣṭubh
10,30,11,10-30-11,10 - 30,kavaṣaḥ ailūṣaḥ,,triṣṭubh
10,30,12,10-30-12,10 - 30,kavaṣaḥ ailūṣaḥ,,triṣṭubh
10,30,13,10-30-13,10 - 30,kavaṣaḥ ailūṣaḥ,,triṣṭubh
10,30,14,10-30-14,10 - 30,kavaṣaḥ ailūṣaḥ,,triṣṭubh
10,30,15,10-30-15,10 - 30,kavaṣaḥ ailūṣaḥ,,triṣṭubh
10,31,1,10-31-1,10 - 31,kavaṣaḥ ailūṣaḥ,viśvedevāḥ,triṣṭubh
10,31,2,10-31-2,10 - 31,kavaṣaḥ ailūṣaḥ,viśvedevāḥ,triṣṭubh
10,31,3,10-31-3,10 - 31,kavaṣaḥ ailūṣaḥ,viśvedevāḥ,triṣṭubh
10,31,4,10-31-4,10 - 31,kavaṣaḥ ailūṣaḥ,viśvedevāḥ,triṣṭubh
10,31,5,10-31-5,10 - 31,kavaṣaḥ ailūṣaḥ,viśvedevāḥ,triṣṭubh
10,31,6,10-31-6,10 - 31,kavaṣaḥ ailūṣaḥ,viśvedevāḥ,triṣṭubh
10,31,7,10-31-7,10 - 31,kavaṣaḥ ailūṣaḥ,viśvedevāḥ,triṣṭubh
10,31,8,10-31-8,10 - 31,kavaṣaḥ ailūṣaḥ,viśvedevāḥ,triṣṭubh
10,31,9,10-31-9,10 - 31,kavaṣaḥ ailūṣaḥ,viśvedevāḥ,triṣṭubh
10,31,10,10-31-10,10 - 31,kavaṣaḥ ailūṣaḥ,viśvedevāḥ,triṣṭubh
10,31,11,10-31-11,10 - 31,kavaṣaḥ ailūṣaḥ,viśvedevāḥ,triṣṭubh
10,32,1,10-32-1,10 - 32,kavaṣaḥ ailūṣaḥ,viśvedevāḥ,
10,32,2,10-32-2,10 - 32,kavaṣaḥ ailūṣaḥ,viśvedevāḥ,
10,32,3,10-32-3,10 - 32,kavaṣaḥ ailūṣaḥ,viśvedevāḥ,
10,32,4,10-32-4,10 - 32,kavaṣaḥ ailūṣaḥ,viśvedevāḥ,
10,32,5,10-32-5,10 - 32,kavaṣaḥ ailūṣaḥ,viśvedevāḥ,
10,32,6,10-32-6,10 - 32,kavaṣaḥ ailūṣaḥ,viśvedevāḥ,
10,32,7,10-32-7,10 - 32,kavaṣaḥ ailūṣaḥ,viśvedevāḥ,
10,32,8,10-32-8,10 - 32,kavaṣaḥ ailūṣaḥ,viśvedevāḥ,
10,32,9,10-32-9,10 - 32,kavaṣaḥ ailūṣaḥ,viśvedevāḥ,
10,33,1,10-33-1,10 - 33,kavaṣaḥ ailūṣaḥ,,
10,33,2,10-33-2,10 - 33,kavaṣaḥ ailūṣaḥ,,
10,33,3,10-33-3,10 - 33,kavaṣaḥ ailūṣaḥ,,
10,33,4,10-33-4,10 - 33,kavaṣaḥ ailūṣaḥ,,
10,33,5,10-33-5,10 - 33,kavaṣaḥ ailūṣaḥ,,
10,33,6,10-33-6,10 - 33,kavaṣaḥ ailūṣaḥ,,
10,33,7,10-33-7,10 - 33,kavaṣaḥ ailūṣaḥ,,
10,33,8,10-33-8,10 - 33,kavaṣaḥ ailūṣaḥ,,
10,33,9,10-33-9,10 - 33,kavaṣaḥ ailūṣaḥ,,
10,34,1,10-34-1,10 - 34,kavaṣaḥ ailūṣaḥ,,
10,34,2,10-34-2,10 - 34,kavaṣaḥ ailūṣaḥ,,
10,34,3,10-34-3,10 - 34,kavaṣaḥ ailūṣaḥ,,
10,34,4,10-34-4,10 - 34,kavaṣaḥ ailūṣaḥ,,
10,34,5,10-34-5,10 - 34,kavaṣaḥ ailūṣaḥ,,
10,34,6,10-34-6,10 - 34,kavaṣaḥ ailūṣaḥ,,
10,34,7,10-34-7,10 - 34,kavaṣaḥ ailūṣaḥ,,
10,34,8,10-34-8,10 - 34,kavaṣaḥ ailūṣaḥ,,
10,34,9,10-34-9,10 - 34,kavaṣaḥ ailūṣaḥ,,
10,34,10,10-34-10,10 - 34,kavaṣaḥ ailūṣaḥ,,
10,34,11,10-34-11,10 - 34,kavaṣaḥ ailūṣaḥ,,
10,34,12,10-34-12,10 - 34,kavaṣaḥ ailūṣaḥ,,
10,34,13,10-34-13,10 - 34,kavaṣaḥ ailūṣaḥ,,
10,34,14,10-34-14,10 - 34,kavaṣaḥ ailūṣaḥ,,
10,35,1,10-35-1,10 - 35,luśaḥ dhānākaḥ,viśvedevāḥ,
10,35,2,10-35-2,10 - 35,luśaḥ dhānākaḥ,viśvedevāḥ,
10,35,3,10-35-3,10 - 35,luśaḥ dhānākaḥ,viśvedevāḥ,
10,35,4,10-35-4,10 - 35,luśaḥ dhānākaḥ,viśvedevāḥ,
10,35,5,10-35-5,10 - 35,luśaḥ dhānākaḥ,viśvedevāḥ,
10,35,6,10-35-6,10 - 35,luśaḥ dhānākaḥ,viśvedevāḥ,
10,35,7,10-35-7,10 - 35,luśaḥ dhānākaḥ,viśvedevāḥ,
10,35,8,10-35-8,10 - 35,luśaḥ dhānākaḥ,viśvedevāḥ,
10,35,9,10-35-9,10 - 35,luśaḥ dhānākaḥ,viśvedevāḥ,
10,35,10,10-35-10,10 - 35,luśaḥ dhānākaḥ,viśvedevāḥ,
10,35,11,10-35-11,10 - 35,luśaḥ dhānākaḥ,viśvedevāḥ,
10,35,12,10-35-12,10 - 35,luśaḥ dhānākaḥ,viśvedevāḥ,
10,35,13,10-35-13,10 - 35,luśaḥ dhānākaḥ,viśvedevāḥ,
10,35,14,10-35-14,10 - 35,luśaḥ dhānākaḥ,viśvedevāḥ,
10,36,1,10-36-1,10 - 36,luśaḥ dhānākaḥ,viśvedevāḥ,
10,36,2,10-36-2,10 - 36,luśaḥ dhānākaḥ,viśvedevāḥ,
10,36,3,10-36-3,10 - 36,luśaḥ dhānākaḥ,viśvedevāḥ,
10,36,4,10-36-4,10 - 36,luśaḥ dhānākaḥ,viśvedevāḥ,
10,36,5,10-36-5,10 - 36,luśaḥ dhānākaḥ,viśvedevāḥ,
10,36,6,10-36-6,10 - 36,luśaḥ dhānākaḥ,viśvedevāḥ,
10,36,7,10-36-7,10 - 36,luśaḥ dhānākaḥ,viśvedevāḥ,
10,36,8,10-36-8,10 - 36,luśaḥ dhānākaḥ,viśvedevāḥ,
10,36,9,10-36-9,10 - 36,luśaḥ dhānākaḥ,viśvedevāḥ,
10,36,10,10-36-10,10 - 36,luśaḥ dhānākaḥ,viśvedevāḥ,
10,36,11,10-36-11,10 - 36,luśaḥ dhānākaḥ,viśvedevāḥ,
10,36,12,10-36-12,10 - 36,luśaḥ dhānākaḥ,viśvedevāḥ,
10,36,13,10-36-13,10 - 36,luśaḥ dhānākaḥ,viśvedevāḥ,
10,36,14,10-36-14,10 - 36,luśaḥ dhānākaḥ,viśvedevāḥ,
10,37,1,10-37-1,10 - 37,abhitapāḥ sauryaḥ,sūryaḥ,
10,37,2,10-37-2,10 - 37,abhitapāḥ sauryaḥ,sūryaḥ,
10,37,3,10-37-3,10 - 37,abhitapāḥ sauryaḥ,sūryaḥ,
10,37,4,10-37-4,10 - 37,abhitapāḥ sauryaḥ,sūryaḥ,
10,37,5,10-37-5,10 - 37,abhitapāḥ sauryaḥ,sūryaḥ,
10,37,6,10-37-6,10 - 37,abhitapāḥ sauryaḥ,sūryaḥ,
10,37,7,10-37-7,10 - 37,abhitapāḥ sauryaḥ,sūryaḥ,
10,37,8,10-37-8,10 - 37,abhitapāḥ sauryaḥ,sūryaḥ,
10,37,9,10-37-9,10 - 37,abhitapāḥ sauryaḥ,sūryaḥ,
10,37,10,10-37-10,10 - 37,abhitapāḥ sauryaḥ,sūryaḥ,
10,37,11,10-37-11,10 - 37,abhitapāḥ sauryaḥ,sūryaḥ,
10,37,12,10-37-12,10 - 37,abhitapāḥ sauryaḥ,sūryaḥ,
10,38,1,10-38-1,10 - 38,muṣkavān indraḥ,indraḥ,jagatī
10,38,2,10-38-2,10 - 38,muṣkavān indraḥ,indraḥ,jagatī
10,38,3,10-38-3,10 - 38,muṣkavān indraḥ,indraḥ,jagatī
10,38,4,10-38-4,10 - 38,muṣkavān indraḥ,indraḥ,jagatī
10,38,5,10-38-5,10 - 38,muṣkavān indraḥ,indraḥ,jagatī
10,39,1,10-39-1,10 - 39,ghoṣā kakṣīvatī,aśvinau,
10,39,2,10-39-2,10 - 39,ghoṣā kakṣīvatī,aśvinau,
10,39,3,10-39-3,10 - 39,ghoṣā kakṣīvatī,aśvinau,
10,39,4,10-39-4,10 - 39,ghoṣā kakṣīvatī,aśvinau,
10,39,5,10-39-5,10 - 39,ghoṣā kakṣīvatī,aśvinau,
10,39,6,10-39-6,10 - 39,ghoṣā kakṣīvatī,aśvinau,
10,39,7,10-39-7,10 - 39,ghoṣā kakṣīvatī,aśvinau,
10,39,8,10-39-8,10 - 39,ghoṣā kakṣīvatī,aśvinau,
10,39,9,10-39-9,10 - 39,ghoṣā kakṣīvatī,aśvinau,
10,39,10,10-39-10,10 - 39,ghoṣā kakṣīvatī,aśvinau,
10,39,11,10-39-11,10 - 39,ghoṣā kakṣīvatī,aśvinau,
10,39,12,10-39-12,10 - 39,ghoṣā kakṣīvatī,aśvinau,
10,39,13,10-39-13,10 - 39,ghoṣā kakṣīvatī,aśvinau,
10,39,14,10-39-14,10 - 39,ghoṣā kakṣīvatī,aśvinau,
10,40,1,10-40-1,10 - 40,ghoṣā kakṣīvatī,aśvinau,jagatī
10,40,2,10-40-2,10 - 40,ghoṣā kakṣīvatī,aśvinau,jagatī
10,40,3,10-40-3,10 - 40,ghoṣā kakṣīvatī,aśvinau,jagatī
10,40,4,10-40-4,10 - 40,ghoṣā kakṣīvatī,aśvinau,jagatī
10,40,5,10-40-5,10 - 40,ghoṣā kakṣīvatī,aśvinau,jagatī
10,40,6,10-40-6,10 - 40,ghoṣā kakṣīvatī,aśvinau,jagatī
10,40,7,10-40-7,10 - 40,ghoṣā kakṣīvatī,aśvinau,jagatī
10,40,8,10-40-8,10 - 40,ghoṣā kakṣīvatī,aśvinau,jagatī
10,40,9,10-40-9,10 - 40,ghoṣā kakṣīvatī,aśvinau,jagatī
10,40,10,10-40-10,10 - 40,ghoṣā kakṣīvatī,aśvinau,jagatī
10,40,11,10-40-11,10 - 40,ghoṣā kakṣīvatī,aśvinau,jagatī
10,40,12,10-40-12,10 - 40,ghoṣā kakṣīvatī,aśvinau,jagatī
10,40,13,10-40-13,10 - 40,ghoṣā kakṣīvatī,aśvinau,jagatī
10,40,14,10-40-14,10 - 40,ghoṣā kakṣīvatī,aśvinau,jagatī
10,41,1,10-41-1,10 - 41,ghauṣeyaḥ suhastyaḥ,aśvinau,jagatī
10,41,2,10-41-2,10 - 41,ghauṣeyaḥ suhastyaḥ,aśvinau,jagatī
10,41,3,10-41-3,10 - 41,ghauṣeyaḥ suhastyaḥ,aśvinau,jagatī
10,42,1,10-42-1,10 - 42,kṛṣṇaḥ āṅgirasaḥ,indraḥ,triṣṭubh
10,42,2,10-42-2,10 - 42,kṛṣṇaḥ āṅgirasaḥ,indraḥ,triṣṭubh
10,42,3,10-42-3,10 - 42,kṛṣṇaḥ āṅgirasaḥ,indraḥ,triṣṭubh
10,42,4,10-42-4,10 - 42,kṛṣṇaḥ āṅgirasaḥ,indraḥ,triṣṭubh
10,42,5,10-42-5,10 - 42,kṛṣṇaḥ āṅgirasaḥ,indraḥ,triṣṭubh
10,42,6,10-42-6,10 - 42,kṛṣṇaḥ āṅgirasaḥ,indraḥ,triṣṭubh
10,42,7,10-42-7,10 - 42,kṛṣṇaḥ āṅgirasaḥ,indraḥ,triṣṭubh
10,42,8,10-42-8,10 - 42,kṛṣṇaḥ āṅgirasaḥ,indraḥ,triṣṭubh
10,42,9,10-42-9,10 - 42,kṛṣṇaḥ āṅgirasaḥ,indraḥ,triṣṭubh
10,42,10,10-42-10,10 - 42,kṛṣṇaḥ āṅgirasaḥ,indraḥ,triṣṭubh
10,42,11,10-42-11,10 - 42,kṛṣṇaḥ āṅgirasaḥ,indraḥ,triṣṭubh
10,43,1,10-43-1,10 - 43,kṛṣṇaḥ āṅgirasaḥ,indraḥ,
10,43,2,10-43-2,10 - 43,kṛṣṇaḥ āṅgirasaḥ,indraḥ,
10,43,3,10-43-3,10 - 43,kṛṣṇaḥ āṅgirasaḥ,indraḥ,
10,43,4,10-43-4,10 - 43,kṛṣṇaḥ āṅgirasaḥ,indraḥ,
10,43,5,10-43-5,10 - 43,kṛṣṇaḥ āṅgirasaḥ,indraḥ,
10,43,6,10-43-6,10 - 43,kṛṣṇaḥ āṅgirasaḥ,indraḥ,
10,43,7,10-43-7,10 - 43,kṛṣṇaḥ āṅgirasaḥ,indraḥ,
10,43,8,10-43-8,10 - 43,kṛṣṇaḥ āṅgirasaḥ,indraḥ,
10,43,9,10-43-9,10 - 43,kṛṣṇaḥ āṅgirasaḥ,indraḥ,
10,43,10,10-43-10,10 - 43,kṛṣṇaḥ āṅgirasaḥ,indraḥ,
10,43,11,10-43-11,10 - 43,kṛṣṇaḥ āṅgirasaḥ,indraḥ,
10,44,1,10-44-1,10 - 44,kṛṣṇaḥ āṅgirasaḥ,indraḥ,
10,44,2,10-44-2,10 - 44,kṛṣṇaḥ āṅgirasaḥ,indraḥ,
10,44,3,10-44-3,10 - 44,kṛṣṇaḥ āṅgirasaḥ,indraḥ,
10,44,4,10-44-4,10 - 44,kṛṣṇaḥ āṅgirasaḥ,indraḥ,
10,44,5,10-44-5,10 - 44,kṛṣṇaḥ āṅgirasaḥ,indraḥ,
10,44,6,10-44-6,10 - 44,kṛṣṇaḥ āṅgirasaḥ,indraḥ,
10,44,7,10-44-7,10 - 44,kṛṣṇaḥ āṅgirasaḥ,indraḥ,
10,44,8,10-44-8,10 - 44,kṛṣṇaḥ āṅgirasaḥ,indraḥ,
10,44,9,10-44-9,10 - 44,kṛṣṇaḥ āṅgirasaḥ,indraḥ,
10,44,10,10-44-10,10 - 44,kṛṣṇaḥ āṅgirasaḥ,indraḥ,
10,44,11,10-44-11,10 - 44,kṛṣṇaḥ āṅgirasaḥ,indraḥ,
10,45,1,10-45-1,10 - 45,vatsapriḥ bhālandanaḥ,agniḥ,triṣṭubh
10,45,2,10-45-2,10 - 45,vatsapriḥ bhālandanaḥ,agniḥ,triṣṭubh
10,45,3,10-45-3,10 - 45,vatsapriḥ bhālandanaḥ,agniḥ,triṣṭubh
10,45,4,10-45-4,10 - 45,vatsapriḥ bhālandanaḥ,agniḥ,triṣṭubh
10,45,5,10-45-5,10 - 45,vatsapriḥ bhālandanaḥ,agniḥ,triṣṭubh
10,45,6,10-45-6,10 - 45,vatsapriḥ bhālandanaḥ,agniḥ,triṣṭubh
10,45,7,10-45-7,10 - 45,vatsapriḥ bhālandanaḥ,agniḥ,triṣṭubh
10,45,8,10-45-8,10 - 45,vatsapriḥ bhālandanaḥ,agniḥ,triṣṭubh
10,45,9,10-45-9,10 - 45,vatsapriḥ bhālandanaḥ,agniḥ,triṣṭubh
10,45,10,10-45-10,10 - 45,vatsapriḥ bhālandanaḥ,agniḥ,triṣṭubh
10,45,11,10-45-11,10 - 45,vatsapriḥ bhālandanaḥ,agniḥ,triṣṭubh
10,45,12,10-45-12,10 - 45,vatsapriḥ bhālandanaḥ,agniḥ,triṣṭubh
10,46,1,10-46-1,10 - 46,vatsapriḥ bhālandanaḥ,agniḥ,triṣṭubh
10,46,2,10-46-2,10 - 46,vatsapriḥ bhālandanaḥ,agniḥ,triṣṭubh
10,46,3,10-46-3,10 - 46,vatsapriḥ bhālandanaḥ,agniḥ,triṣṭubh
10,46,4,10-46-4,10 - 46,vatsapriḥ bhālandanaḥ,agniḥ,triṣṭubh
10,46,5,10-46-5,10 - 46,vatsapriḥ bhālandanaḥ,agniḥ,triṣṭubh
10,46,6,10-46-6,10 - 46,vatsapriḥ bhālandanaḥ,agniḥ,triṣṭubh
10,46,7,10-46-7,10 - 46,vatsapriḥ bhālandanaḥ,agniḥ,triṣṭubh
10,46,8,10-46-8,10 - 46,vatsapriḥ bhālandanaḥ,agniḥ,triṣṭubh
10,46,9,10-46-9,10 - 46,vatsapriḥ bhālandanaḥ,agniḥ,triṣṭubh
10,46,10,10-46-10,10 - 46,vatsapriḥ bhālandanaḥ,agniḥ,triṣṭubh
10,47,1,10-47-1,10 - 47,saptaguḥ āṅgirasaḥ,vaikuṇṭhaḥ indraḥ,triṣṭubh
10,47,2,10-47-2,10 - 47,saptaguḥ āṅgirasaḥ,vaikuṇṭhaḥ indraḥ,triṣṭubh
10,47,3,10-47-3,10 - 47,saptaguḥ āṅgirasaḥ,vaikuṇṭhaḥ indraḥ,triṣṭubh
10,47,4,10-47-4,10 - 47,saptaguḥ āṅgirasaḥ,vaikuṇṭhaḥ indraḥ,triṣṭubh
10,47,5,10-47-5,10 - 47,saptaguḥ āṅgirasaḥ,vaikuṇṭhaḥ indraḥ,triṣṭubh
10,47,6,10-47-6,10 - 47,saptaguḥ āṅgirasaḥ,vaikuṇṭhaḥ indraḥ,triṣṭubh
10,47,7,10-47-7,10 - 47,saptaguḥ āṅgirasaḥ,vaikuṇṭhaḥ indraḥ,triṣṭubh
10,47,8,10-47-8,10 - 47,saptaguḥ āṅgirasaḥ,vaikuṇṭhaḥ indraḥ,triṣṭubh
10,48,1,10-48-1,10 - 48,vaikuṇṭhaḥ indraḥ,indraḥ,
10,48,2,10-48-2,10 - 48,vaikuṇṭhaḥ indraḥ,indraḥ,
10,48,3,10-48-3,10 - 48,vaikuṇṭhaḥ indraḥ,indraḥ,
10,48,4,10-48-4,10 - 48,vaikuṇṭhaḥ indraḥ,indraḥ,
10,48,5,10-48-5,10 - 48,vaikuṇṭhaḥ indraḥ,indraḥ,
10,48,6,10-48-6,10 - 48,vaikuṇṭhaḥ indraḥ,indraḥ,
10,48,7,10-48-7,10 - 48,vaikuṇṭhaḥ indraḥ,indraḥ,
10,48,8,10-48-8,10 - 48,vaikuṇṭhaḥ indraḥ,indraḥ,
10,48,9,10-48-9,10 - 48,vaikuṇṭhaḥ indraḥ,indraḥ,
10,48,10,10-48-10,10 - 48,vaikuṇṭhaḥ indraḥ,indraḥ,
10,48,11,10-48-11,10 - 48,vaikuṇṭhaḥ indraḥ,indraḥ,
10,49,1,10-49-1,10 - 49,vaikuṇṭhaḥ indraḥ,indraḥ,
10,49,2,10-49-2,10 - 49,vaikuṇṭhaḥ indraḥ,indraḥ,
10,49,3,10-49-3,10 - 49,vaikuṇṭhaḥ indraḥ,indraḥ,
10,49,4,10-49-4,10 - 49,vaikuṇṭhaḥ indraḥ,indraḥ,
10,49,5,10-49-5,10 - 49,vaikuṇṭhaḥ indraḥ,indraḥ,
10,49,6,10-49-6,10 - 49,vaikuṇṭhaḥ indraḥ,indraḥ,
10,49,7,10-49-7,10 - 49,vaikuṇṭhaḥ indraḥ,indraḥ,
10,49,8,10-49-8,10 - 49,vaikuṇṭhaḥ indraḥ,indraḥ,
10,49,9,10-49-9,10 - 49,vaikuṇṭhaḥ indraḥ,indraḥ,
10,49,10,10-49-10,10 - 49,vaikuṇṭhaḥ indraḥ,indraḥ,
10,49,11,10-49-11,10 - 49,vaikuṇṭhaḥ indraḥ,indraḥ,
10,50,1,10-50-1,10 - 50,vaikuṇṭhaḥ indraḥ,indraḥ,
10,50,2,10-50-2,10 - 50,vaikuṇṭhaḥ indraḥ,indraḥ,
10,50,3,10-50-3,10 - 50,vaikuṇṭhaḥ indraḥ,indraḥ,
10,50,4,10-50-4,10 - 50,vaikuṇṭhaḥ indraḥ,indraḥ,
10,50,5,10-50-5,10 - 50,vaikuṇṭhaḥ indraḥ,indraḥ,
10,50,6,10-50-6,10 - 50,vaikuṇṭhaḥ indraḥ,indraḥ,
10,50,7,10-50-7,10 - 50,vaikuṇṭhaḥ indraḥ,indraḥ,
10,51,1,10-51-1,10 - 51,saucīkaḥ agniḥ,,triṣṭubh
10,51,2,10-51-2,10 - 51,saucīkaḥ agniḥ,,triṣṭubh
10,51,3,10-51-3,10 - 51,saucīkaḥ agniḥ,,triṣṭubh
10,51,4,10-51-4,10 - 51,saucīkaḥ agniḥ,,triṣṭubh
10,51,5,10-51-5,10 - 51,saucīkaḥ agniḥ,,triṣṭubh
10,51,6,10-51-6,10 - 51,saucīkaḥ agniḥ,,triṣṭubh
10,51,7,10-51-7,10 - 51,saucīkaḥ agniḥ,,triṣṭubh
10,51,8,10-51-8,10 - 51,saucīkaḥ agniḥ,,triṣṭubh
10,51,9,10-51-9,10 - 51,saucīkaḥ agniḥ,,triṣṭubh
10,52,1,10-52-1,10 - 52,saucīkaḥ agniḥ,viśvedevāḥ,triṣṭubh
10,52,2,10-52-2,10 - 52,saucīkaḥ agniḥ,viśvedevāḥ,triṣṭubh
10,52,3,10-52-3,10 - 52,saucīkaḥ agniḥ,viśvedevāḥ,triṣṭubh
10,52,4,10-52-4,10 - 52,saucīkaḥ agniḥ,viśvedevāḥ,triṣṭubh
10,52,5,10-52-5,10 - 52,saucīkaḥ agniḥ,viśvedevāḥ,triṣṭubh
10,52,6,10-52-6,10 - 52,saucīkaḥ agniḥ,viśvedevāḥ,triṣṭubh
10,53,1,10-53-1,10 - 53,saucīkaḥ agniḥ,,
10,53,2,10-53-2,10 - 53,saucīkaḥ agniḥ,,
10,53,3,10-53-3,10 - 53,saucīkaḥ agniḥ,,
10,53,4,10-53-4,10 - 53,saucīkaḥ agniḥ,,
10,53,5,10-53-5,10 - 53,saucīkaḥ agniḥ,,
10,53,6,10-53-6,10 - 53,saucīkaḥ agniḥ,,
10,53,7,10-53-7,10 - 53,saucīkaḥ agniḥ,,
10,53,8,10-53-8,10 - 53,saucīkaḥ agniḥ,,
10,53,9,10-53-9,10 - 53,saucīkaḥ agniḥ,,
10,53,10,10-53-10,10 - 53,saucīkaḥ agniḥ,,
10,53,11,10-53-11,10 - 53,saucīkaḥ agniḥ,,
10,54,1,10-54-1,10 - 54,bṛhadukthaḥ vāmadevyaḥ,indraḥ,triṣṭubh
10,54,2,10-54-2,10 - 54,bṛhadukthaḥ vāmadevyaḥ,indraḥ,triṣṭubh
10,54,3,10-54-3,10 - 54,bṛhadukthaḥ vāmadevyaḥ,indraḥ,triṣṭubh
10,54,4,10-54-4,10 - 54,bṛhadukthaḥ vāmadevyaḥ,indraḥ,triṣṭubh
10,54,5,10-54-5,10 - 54,bṛhadukthaḥ vāmadevyaḥ,indraḥ,triṣṭubh
10,54,6,10-54-6,10 - 54,bṛhadukthaḥ vāmadevyaḥ,indraḥ,triṣṭubh
10,55,1,10-55-1,10 - 55,bṛhadukthaḥ vāmadevyaḥ,indraḥ,triṣṭubh
10,55,2,10-55-2,10 - 55,bṛhadukthaḥ vāmadevyaḥ,indraḥ,triṣṭubh
10,55,3,10-55-3,10 - 55,bṛhadukthaḥ vāmadevyaḥ,indraḥ,triṣṭubh
10,55,4,10-55-4,10 - 55,bṛhadukthaḥ vāmadevyaḥ,indraḥ,triṣṭubh
10,55,5,10-55-5,10 - 55,bṛhadukthaḥ vāmadevyaḥ,indraḥ,triṣṭubh
10,55,6,10-55-6,10 - 55,bṛhadukthaḥ vāmadevyaḥ,indraḥ,triṣṭubh
10,55,7,10-55-7,10 - 55,bṛhadukthaḥ vāmadevyaḥ,indraḥ,triṣṭubh
10,55,8,10-55-8,10 - 55,bṛhadukthaḥ vāmadevyaḥ,indraḥ,triṣṭubh
10,56,1,10-56-1,10 - 56,bṛhadukthaḥ vāmadevyaḥ,viśvedevāḥ,
10,56,2,10-56-2,10 - 56,bṛhadukthaḥ vāmadevyaḥ,viśvedevāḥ,
10,56,3,10-56-3,10 - 56,bṛhadukthaḥ vāmadevyaḥ,viśvedevāḥ,
10,56,4,10-56-4,10 - 56,bṛhadukthaḥ vāmadevyaḥ,viśvedevāḥ,
10,56,5,10-56-5,10 - 56,bṛhadukthaḥ vāmadevyaḥ,viśvedevāḥ,
10,56,6,10-56-6,10 - 56,bṛhadukthaḥ vāmadevyaḥ,viśvedevāḥ,
10,56,7,10-56-7,10 - 56,bṛhadukthaḥ vāmadevyaḥ,viśvedevāḥ,
10,57,1,10-57-1,10 - 57,,viśvedevāḥ,gāyatrī
10,57,2,10-57-2,10 - 57,,viśvedevāḥ,gāyatrī
10,57,3,10-57-3,10 - 57,,viśvedevāḥ,gāyatrī
10,57,4,10-57-4,10 - 57,,viśvedevāḥ,gāyatrī
10,57,5,10-57-5,10 - 57,,viśvedevāḥ,gāyatrī
10,57,6,10-57-6,10 - 57,,viśvedevāḥ,gāyatrī
10,58,1,10-58-1,10 - 58,,āvartamānaṁ,anuṣṭubh
10,58,2,10-58-2,10 - 58,,āvartamānaṁ,anuṣṭubh
10,58,3,10-58-3,10 - 58,,āvartamānaṁ,anuṣṭubh
10,58,4,10-58-4,10 - 58,,āvartamānaṁ,anuṣṭubh
10,58,5,10-58-5,10 - 58,,āvartamānaṁ,anuṣṭubh
10,58,6,10-58-6,10 - 58,,āvartamānaṁ,anuṣṭubh
10,58,7,10-58-7,10 - 58,,āvartamānaṁ,anuṣṭubh
10,58,8,10-58-8,10 - 58,,āvartamānaṁ,anuṣṭubh
10,58,9,10-58-9,10 - 58,,āvartamānaṁ,anuṣṭubh
10,58,10,10-58-10,10 - 58,,āvartamānaṁ,anuṣṭubh
10,58,11,10-58-11,10 - 58,,āvartamānaṁ,anuṣṭubh
10,58,12,10-58-12,10 - 58,,āvartamānaṁ,anuṣṭubh
10,59,1,10-59-1,10 - 59,,,
10,59,2,10-59-2,10 - 59,,,
10,59,3,10-59-3,10 - 59,,,
10,59,4,10-59-4,10 - 59,,,
10,59,5,10-59-5,10 - 59,,,
10,59,6,10-59-6,10 - 59,,,
10,59,7,10-59-7,10 - 59,,,
10,59,8,10-59-8,10 - 59,,,
10,59,9,10-59-9,10 - 59,,,
10,59,10,10-59-10,10 - 59,,,
10,60,1,10-60-1,10 - 60,,,
10,60,2,10-60-2,10 - 60,,,
10,60,3,10-60-3,10 - 60,,,
10,60,4,10-60-4,10 - 60,,,
10,60,5,10-60-5,10 - 60,,,
10,60,6,10-60-6,10 - 60,,,
10,60,7,10-60-7,10 - 60,,,
10,60,8,10-60-8,10 - 60,,,
