maṇḍala,sūkta,ṛca,m-s-r,m-s,ṛṣi,devatā,chandaḥ
1,182,6,1-182-6,1 - 182,agastyaḥ maitrāvaruṇiḥ,aśvinau,triṣṭubh
1,182,7,1-182-7,1 - 182,agastyaḥ maitrāvaruṇiḥ,aśvinau,jagatī
1,182,8,1-182-8,1 - 182,agastyaḥ maitrāvaruṇiḥ,aśvinau,triṣṭubh
1,183,1,1-183-1,1 - 183,agastyaḥ maitrāvaruṇiḥ,aśvinau,triṣṭubh
1,183,2,1-183-2,1 - 183,agastyaḥ maitrāvaruṇiḥ,aśvinau,triṣṭubh
1,183,3,1-183-3,1 - 183,agastyaḥ maitrāvaruṇiḥ,aśvinau,triṣṭubh
1,183,4,1-183-4,1 - 183,agastyaḥ maitrāvaruṇiḥ,aśvinau,triṣṭubh
1,183,5,1-183-5,1 - 183,agastyaḥ maitrāvaruṇiḥ,aśvinau,triṣṭubh
1,183,6,1-183-6,1 - 183,agastyaḥ maitrāvaruṇiḥ,aśvinau,triṣṭubh
1,184,1,1-184-1,1 - 184,agastyaḥ maitrāvaruṇiḥ,aśvinau,triṣṭubh
1,184,2,1-184-2,1 - 184,agastyaḥ maitrāvaruṇiḥ,aśvinau,triṣṭubh
1,184,3,1-184-3,1 - 184,agastyaḥ maitrāvaruṇiḥ,aśvinau,triṣṭubh
1,184,4,1-184-4,1 - 184,agastyaḥ maitrāvaruṇiḥ,aśvinau,triṣṭubh
1,184,5,1-184-5,1 - 184,agastyaḥ maitrāvaruṇiḥ,aśvinau,triṣṭubh
1,184,6,1-184-6,1 - 184,agastyaḥ maitrāvaruṇiḥ,aśvinau,triṣṭubh
1,185,1,1-185-1,1 - 185,agastyaḥ maitrāvaruṇiḥ,dyāvāpṛthivī,triṣṭubh
1,185,2,1-185-2,1 - 185,agastyaḥ maitrāvaruṇiḥ,dyāvāpṛthivī,triṣṭubh
1,185,3,1-185-3,1 - 185,agastyaḥ maitrāvaruṇiḥ,dyāvāpṛthivī,triṣṭubh
1,185,4,1-185-4,1 - 185,agastyaḥ maitrāvaruṇiḥ,dyāvāpṛthivī,triṣṭubh
1,185,5,1-185-5,1 - 185,agastyaḥ maitrāvaruṇiḥ,dyāvāpṛthivī,triṣṭubh
1,185,6,1-185-6,1 - 185,agastyaḥ maitrāvaruṇiḥ,dyāvāpṛthivī,triṣṭubh
1,185,7,1-185-7,1 - 185,agastyaḥ maitrāvaruṇiḥ,dyāvāpṛthivī,triṣṭubh
1,185,8,1-185-8,1 - 185,agastyaḥ maitrāvaruṇiḥ,dyāvāpṛthivī,triṣṭubh
1,185,9,1-185-9,1 - 185,agastyaḥ maitrāvaruṇiḥ,dyāvāpṛthivī,triṣṭubh
1,185,10,1-185-10,1 - 185,agastyaḥ maitrāvaruṇiḥ,dyāvāpṛthivī,triṣṭubh
1,185,11,1-185-11,1 - 185,agastyaḥ maitrāvaruṇiḥ,dyāvāpṛthivī,triṣṭubh
1,186,1,1-186-1,1 - 186,agastyaḥ maitrāvaruṇiḥ,viśvedevāḥ,triṣṭubh
1,186,2,1-186-2,1 - 186,agastyaḥ maitrāvaruṇiḥ,viśvedevāḥ,triṣṭubh
1,186,3,1-186-3,1 - 186,agastyaḥ maitrāvaruṇiḥ,viśvedevāḥ,triṣṭubh
1,186,4,1-186-4,1 - 186,agastyaḥ maitrāvaruṇiḥ,viśvedevāḥ,triṣṭubh
1,186,5,1-186-5,1 - 186,agastyaḥ maitrāvaruṇiḥ,viśvedevāḥ,triṣṭubh
1,186,6,1-186-6,1 - 186,agastyaḥ maitrāvaruṇiḥ,viśvedevāḥ,triṣṭubh
1,186,7,1-186-7,1 - 186,agastyaḥ maitrāvaruṇiḥ,viśvedevāḥ,triṣṭubh
1,186,8,1-186-8,1 - 186,agastyaḥ maitrāvaruṇiḥ,viśvedevāḥ,triṣṭubh
1,186,9,1-186-9,1 - 186,agastyaḥ maitrāvaruṇiḥ,viśvedevāḥ,triṣṭubh
1,186,10,1-186-10,1 - 186,agastyaḥ maitrāvaruṇiḥ,viśvedevāḥ,triṣṭubh
1,186,11,1-186-11,1 - 186,agastyaḥ maitrāvaruṇiḥ,viśvedevāḥ,triṣṭubh
1,187,1,1-187-1,1 - 187,agastyaḥ maitrāvaruṇiḥ,annaṁ,anuṣtubārbhoṣṇik
1,187,2,1-187-2,1 - 187,agastyaḥ maitrāvaruṇiḥ,annaṁ,gāyatrī
1,187,3,1-187-3,1 - 187,agastyaḥ maitrāvaruṇiḥ,annaṁ,anuṣṭubh
1,187,4,1-187-4,1 - 187,agastyaḥ maitrāvaruṇiḥ,annaṁ,gāyatrī
1,187,5,1-187-5,1 - 187,agastyaḥ maitrāvaruṇiḥ,annaṁ,anuṣṭubh
1,187,6,1-187-6,1 - 187,agastyaḥ maitrāvaruṇiḥ,annaṁ,anuṣṭubh
1,187,7,1-187-7,1 - 187,agastyaḥ maitrāvaruṇiḥ,annaṁ,anuṣṭubh
1,187,8,1-187-8,1 - 187,agastyaḥ maitrāvaruṇiḥ,annaṁ,gāyatrī
1,187,9,1-187-9,1 - 187,agastyaḥ maitrāvaruṇiḥ,annaṁ,gāyatrī
1,187,10,1-187-10,1 - 187,agastyaḥ maitrāvaruṇiḥ,annaṁ,gāyatrī
1,187,11,1-187-11,1 - 187,agastyaḥ maitrāvaruṇiḥ,annaṁ,anuṣṭubh
1,188,1,1-188-1,1 - 188,agastyaḥ maitrāvaruṇiḥ,agniḥ,gāyatrī
1,188,2,1-188-2,1 - 188,agastyaḥ maitrāvaruṇiḥ,agniḥ,gāyatrī
1,188,3,1-188-3,1 - 188,agastyaḥ maitrāvaruṇiḥ,agniḥ,gāyatrī
1,188,4,1-188-4,1 - 188,agastyaḥ maitrāvaruṇiḥ,agniḥ,gāyatrī
1,188,5,1-188-5,1 - 188,agastyaḥ maitrāvaruṇiḥ,agniḥ,gāyatrī
1,188,6,1-188-6,1 - 188,agastyaḥ maitrāvaruṇiḥ,agniḥ,gāyatrī
1,188,7,1-188-7,1 - 188,agastyaḥ maitrāvaruṇiḥ,agniḥ,gāyatrī
1,188,8,1-188-8,1 - 188,agastyaḥ maitrāvaruṇiḥ,agniḥ,gāyatrī
1,188,9,1-188-9,1 - 188,agastyaḥ maitrāvaruṇiḥ,agniḥ,gāyatrī
1,188,10,1-188-10,1 - 188,agastyaḥ maitrāvaruṇiḥ,agniḥ,gāyatrī
1,188,11,1-188-11,1 - 188,agastyaḥ maitrāvaruṇiḥ,agniḥ,gāyatrī
1,189,1,1-189-1,1 - 189,agastyaḥ maitrāvaruṇiḥ,agniḥ,triṣṭubh
1,189,2,1-189-2,1 - 189,agastyaḥ maitrāvaruṇiḥ,agniḥ,triṣṭubh
1,189,3,1-189-3,1 - 189,agastyaḥ maitrāvaruṇiḥ,agniḥ,triṣṭubh
1,189,4,1-189-4,1 - 189,agastyaḥ maitrāvaruṇiḥ,agniḥ,triṣṭubh
1,189,5,1-189-5,1 - 189,agastyaḥ maitrāvaruṇiḥ,agniḥ,triṣṭubh
1,189,6,1-189-6,1 - 189,agastyaḥ maitrāvaruṇiḥ,agniḥ,triṣṭubh
1,189,7,1-189-7,1 - 189,agastyaḥ maitrāvaruṇiḥ,agniḥ,triṣṭubh
1,189,8,1-189-8,1 - 189,agastyaḥ maitrāvaruṇiḥ,agniḥ,triṣṭubh
1,190,1,1-190-1,1 - 190,agastyaḥ maitrāvaruṇiḥ,bṛhaspatiḥ,triṣṭubh
1,190,2,1-190-2,1 - 190,agastyaḥ maitrāvaruṇiḥ,bṛhaspatiḥ,triṣṭubh
1,190,3,1-190-3,1 - 190,agastyaḥ maitrāvaruṇiḥ,bṛhaspatiḥ,triṣṭubh
1,190,4,1-190-4,1 - 190,agastyaḥ maitrāvaruṇiḥ,bṛhaspatiḥ,triṣṭubh
1,190,5,1-190-5,1 - 190,agastyaḥ maitrāvaruṇiḥ,bṛhaspatiḥ,triṣṭubh
1,190,6,1-190-6,1 - 190,agastyaḥ maitrāvaruṇiḥ,bṛhaspatiḥ,triṣṭubh
1,190,7,1-190-7,1 - 190,agastyaḥ maitrāvaruṇiḥ,bṛhaspatiḥ,triṣṭubh
1,190,8,1-190-8,1 - 190,agastyaḥ maitrāvaruṇiḥ,bṛhaspatiḥ,triṣṭubh
1,191,1,1-191-1,1 - 191,agastyaḥ maitrāvaruṇiḥ,aptṛṇasūryāḥ,anuṣṭubh
1,191,2,1-191-2,1 - 191,agastyaḥ maitrāvaruṇiḥ,aptṛṇasūryāḥ,anuṣṭubh
1,191,3,1-191-3,1 - 191,agastyaḥ maitrāvaruṇiḥ,aptṛṇasūryāḥ,anuṣṭubh
1,191,4,1-191-4,1 - 191,agastyaḥ maitrāvaruṇiḥ,aptṛṇasūryāḥ,anuṣṭubh
1,191,5,1-191-5,1 - 191,agastyaḥ maitrāvaruṇiḥ,aptṛṇasūryāḥ,anuṣṭubh
1,191,6,1-191-6,1 - 191,agastyaḥ maitrāvaruṇiḥ,aptṛṇasūryāḥ,anuṣṭubh
1,191,7,1-191-7,1 - 191,agastyaḥ maitrāvaruṇiḥ,aptṛṇasūryāḥ,anuṣṭubh
1,191,8,1-191-8,1 - 191,agastyaḥ maitrāvaruṇiḥ,aptṛṇasūryāḥ,anuṣṭubh
1,191,9,1-191-9,1 - 191,agastyaḥ maitrāvaruṇiḥ,aptṛṇasūryāḥ,anuṣṭubh
1,191,10,1-191-10,1 - 191,agastyaḥ maitrāvaruṇiḥ,aptṛṇasūryāḥ,mahāpaṅktiḥ
1,191,11,1-191-11,1 - 191,agastyaḥ maitrāvaruṇiḥ,aptṛṇasūryāḥ,mahāpaṅktiḥ
1,191,12,1-191-12,1 - 191,agastyaḥ maitrāvaruṇiḥ,aptṛṇasūryāḥ,mahāpaṅktiḥ
1,191,13,1-191-13,1 - 191,agastyaḥ maitrāvaruṇiḥ,aptṛṇasūryāḥ,mahābṛhatī
1,191,14,1-191-14,1 - 191,agastyaḥ maitrāvaruṇiḥ,aptṛṇasūryāḥ,anuṣṭubh
1,191,15,1-191-15,1 - 191,agastyaḥ maitrāvaruṇiḥ,aptṛṇasūryāḥ,anuṣṭubh
1,191,16,1-191-16,1 - 191,agastyaḥ maitrāvaruṇiḥ,aptṛṇasūryāḥ,anuṣṭubh
2,1,1,2-1-1,2 - 1,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,agniḥ,jagatī
2,1,2,2-1-2,2 - 1,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,agniḥ,jagatī
2,1,3,2-1-3,2 - 1,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,agniḥ,jagatī
2,1,4,2-1-4,2 - 1,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,agniḥ,jagatī
2,1,5,2-1-5,2 - 1,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,agniḥ,jagatī
2,1,6,2-1-6,2 - 1,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,agniḥ,jagatī
2,1,7,2-1-7,2 - 1,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,agniḥ,jagatī
2,1,8,2-1-8,2 - 1,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,agniḥ,jagatī
2,1,9,2-1-9,2 - 1,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,agniḥ,jagatī
2,1,10,2-1-10,2 - 1,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,agniḥ,jagatī
2,1,11,2-1-11,2 - 1,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,agniḥ,jagatī
2,1,12,2-1-12,2 - 1,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,agniḥ,jagatī
2,1,13,2-1-13,2 - 1,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,agniḥ,jagatī
2,1,14,2-1-14,2 - 1,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,agniḥ,jagatī
2,1,15,2-1-15,2 - 1,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,agniḥ,jagatī
2,1,16,2-1-16,2 - 1,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,agniḥ,jagatī
2,2,1,2-2-1,2 - 2,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,agniḥ,jagatī
2,2,2,2-2-2,2 - 2,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,agniḥ,jagatī
2,2,3,2-2-3,2 - 2,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,agniḥ,jagatī
2,2,4,2-2-4,2 - 2,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,agniḥ,jagatī
2,2,5,2-2-5,2 - 2,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,agniḥ,jagatī
2,2,6,2-2-6,2 - 2,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,agniḥ,jagatī
2,2,7,2-2-7,2 - 2,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,agniḥ,jagatī
2,2,8,2-2-8,2 - 2,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,agniḥ,jagatī
2,2,9,2-2-9,2 - 2,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,agniḥ,jagatī
2,2,10,2-2-10,2 - 2,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,agniḥ,jagatī
2,2,11,2-2-11,2 - 2,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,agniḥ,jagatī
2,2,12,2-2-12,2 - 2,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,agniḥ,jagatī
2,2,13,2-2-13,2 - 2,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,agniḥ,jagatī
2,3,1,2-3-1,2 - 3,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,idhmaḥ sumiddhaḥ agniḥ vā,triṣṭubh
2,3,2,2-3-2,2 - 3,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,narāṃśasaḥ,triṣṭubh
2,3,3,2-3-3,2 - 3,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,iḷaḥ,triṣṭubh
2,3,4,2-3-4,2 - 3,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,barhiḥ,triṣṭubh
2,3,5,2-3-5,2 - 3,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,devīrdvāraḥ,triṣṭubh
2,3,6,2-3-6,2 - 3,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,uṣāsānaktā,triṣṭubh
2,3,7,2-3-7,2 - 3,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,daivyau hotārau pracetasau,jagatī
2,3,8,2-3-8,2 - 3,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,tisraḥ devyaḥ sarasvatīḷābhāratyaḥ,triṣṭubh
2,3,9,2-3-9,2 - 3,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,tvaṣṭā,triṣṭubh
2,3,10,2-3-10,2 - 3,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,vanaspatiḥ,triṣṭubh
2,3,11,2-3-11,2 - 3,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,svāhākṛtayaḥ,triṣṭubh
2,4,1,2-4-1,2 - 4,bhārgavaḥ somāhutiḥ,agniḥ,triṣṭubh
2,4,2,2-4-2,2 - 4,bhārgavaḥ somāhutiḥ,agniḥ,triṣṭubh
2,4,3,2-4-3,2 - 4,bhārgavaḥ somāhutiḥ,agniḥ,triṣṭubh
2,4,4,2-4-4,2 - 4,bhārgavaḥ somāhutiḥ,agniḥ,triṣṭubh
2,4,5,2-4-5,2 - 4,bhārgavaḥ somāhutiḥ,agniḥ,triṣṭubh
2,4,6,2-4-6,2 - 4,bhārgavaḥ somāhutiḥ,agniḥ,triṣṭubh
2,4,7,2-4-7,2 - 4,bhārgavaḥ somāhutiḥ,agniḥ,triṣṭubh
2,4,8,2-4-8,2 - 4,bhārgavaḥ somāhutiḥ,agniḥ,triṣṭubh
2,4,9,2-4-9,2 - 4,bhārgavaḥ somāhutiḥ,agniḥ,triṣṭubh
2,5,1,2-5-1,2 - 5,bhārgavaḥ somāhutiḥ,agniḥ,anuṣṭubh
2,5,2,2-5-2,2 - 5,bhārgavaḥ somāhutiḥ,agniḥ,anuṣṭubh
2,5,3,2-5-3,2 - 5,bhārgavaḥ somāhutiḥ,agniḥ,anuṣṭubh
2,5,4,2-5-4,2 - 5,bhārgavaḥ somāhutiḥ,agniḥ,anuṣṭubh
2,5,5,2-5-5,2 - 5,bhārgavaḥ somāhutiḥ,agniḥ,anuṣṭubh
2,5,6,2-5-6,2 - 5,bhārgavaḥ somāhutiḥ,agniḥ,anuṣṭubh
2,5,7,2-5-7,2 - 5,bhārgavaḥ somāhutiḥ,agniḥ,anuṣṭubh
2,5,8,2-5-8,2 - 5,bhārgavaḥ somāhutiḥ,agniḥ,anuṣṭubh
2,6,1,2-6-1,2 - 6,bhārgavaḥ somāhutiḥ,agniḥ,gāyatrī
2,6,2,2-6-2,2 - 6,bhārgavaḥ somāhutiḥ,agniḥ,gāyatrī
2,6,3,2-6-3,2 - 6,bhārgavaḥ somāhutiḥ,agniḥ,gāyatrī
2,6,4,2-6-4,2 - 6,bhārgavaḥ somāhutiḥ,agniḥ,gāyatrī
2,6,5,2-6-5,2 - 6,bhārgavaḥ somāhutiḥ,agniḥ,gāyatrī
2,6,6,2-6-6,2 - 6,bhārgavaḥ somāhutiḥ,agniḥ,gāyatrī
2,6,7,2-6-7,2 - 6,bhārgavaḥ somāhutiḥ,agniḥ,gāyatrī
2,6,8,2-6-8,2 - 6,bhārgavaḥ somāhutiḥ,agniḥ,gāyatrī
2,7,1,2-7-1,2 - 7,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,agniḥ,gāyatrī
2,7,2,2-7-2,2 - 7,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,agniḥ,gāyatrī
2,7,3,2-7-3,2 - 7,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,agniḥ,gāyatrī
2,7,4,2-7-4,2 - 7,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,agniḥ,gāyatrī
2,7,5,2-7-5,2 - 7,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,agniḥ,gāyatrī
2,7,6,2-7-6,2 - 7,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,agniḥ,gāyatrī
2,8,1,2-8-1,2 - 8,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,agniḥ,gāyatrī
2,8,2,2-8-2,2 - 8,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,agniḥ,gāyatrī
2,8,3,2-8-3,2 - 8,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,agniḥ,gāyatrī
2,8,4,2-8-4,2 - 8,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,agniḥ,gāyatrī
2,8,5,2-8-5,2 - 8,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,agniḥ,gāyatrī
2,8,6,2-8-6,2 - 8,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,agniḥ,anuṣṭubh
2,9,1,2-9-1,2 - 9,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,agniḥ,triṣṭubh
2,9,2,2-9-2,2 - 9,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,agniḥ,triṣṭubh
2,9,3,2-9-3,2 - 9,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,agniḥ,triṣṭubh
2,9,4,2-9-4,2 - 9,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,agniḥ,triṣṭubh
2,9,5,2-9-5,2 - 9,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,agniḥ,triṣṭubh
2,9,6,2-9-6,2 - 9,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,agniḥ,triṣṭubh
2,10,1,2-10-1,2 - 10,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,agniḥ,triṣṭubh
2,10,2,2-10-2,2 - 10,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,agniḥ,triṣṭubh
2,10,3,2-10-3,2 - 10,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,agniḥ,triṣṭubh
2,10,4,2-10-4,2 - 10,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,agniḥ,triṣṭubh
2,10,5,2-10-5,2 - 10,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,agniḥ,triṣṭubh
2,10,6,2-10-6,2 - 10,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,agniḥ,triṣṭubh
2,11,1,2-11-1,2 - 11,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,virāṭsthānā triṣṭubh
2,11,2,2-11-2,2 - 11,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,virāṭsthānā triṣṭubh
2,11,3,2-11-3,2 - 11,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,virāṭsthānā triṣṭubh
2,11,4,2-11-4,2 - 11,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,virāṭsthānā triṣṭubh
2,11,5,2-11-5,2 - 11,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,virāṭsthānā triṣṭubh
2,11,6,2-11-6,2 - 11,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,virāṭsthānā triṣṭubh
2,11,7,2-11-7,2 - 11,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,virāṭsthānā triṣṭubh
2,11,8,2-11-8,2 - 11,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,virāṭsthānā triṣṭubh
2,11,9,2-11-9,2 - 11,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,virāṭsthānā triṣṭubh
2,11,10,2-11-10,2 - 11,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,virāṭsthānā triṣṭubh
2,11,11,2-11-11,2 - 11,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,virāṭsthānā triṣṭubh
2,11,12,2-11-12,2 - 11,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,virāṭsthānā triṣṭubh
2,11,13,2-11-13,2 - 11,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,virāṭsthānā triṣṭubh
2,11,14,2-11-14,2 - 11,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,virāṭsthānā triṣṭubh
2,11,15,2-11-15,2 - 11,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,virāṭsthānā triṣṭubh
2,11,16,2-11-16,2 - 11,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,virāṭsthānā triṣṭubh
2,11,17,2-11-17,2 - 11,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,virāṭsthānā triṣṭubh
2,11,18,2-11-18,2 - 11,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,virāṭsthānā triṣṭubh
2,11,19,2-11-19,2 - 11,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,virāṭsthānā triṣṭubh
2,11,20,2-11-20,2 - 11,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,virāṭsthānā triṣṭubh
2,11,21,2-11-21,2 - 11,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,triṣṭubh
2,12,1,2-12-1,2 - 12,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,triṣṭubh
2,12,2,2-12-2,2 - 12,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,triṣṭubh
2,12,3,2-12-3,2 - 12,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,triṣṭubh
2,12,4,2-12-4,2 - 12,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,triṣṭubh
2,12,5,2-12-5,2 - 12,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,triṣṭubh
2,12,6,2-12-6,2 - 12,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,triṣṭubh
2,12,7,2-12-7,2 - 12,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,triṣṭubh
2,12,8,2-12-8,2 - 12,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,triṣṭubh
2,12,9,2-12-9,2 - 12,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,triṣṭubh
2,12,10,2-12-10,2 - 12,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,triṣṭubh
2,12,11,2-12-11,2 - 12,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,triṣṭubh
2,12,12,2-12-12,2 - 12,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,triṣṭubh
2,12,13,2-12-13,2 - 12,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,triṣṭubh
2,12,14,2-12-14,2 - 12,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,triṣṭubh
2,12,15,2-12-15,2 - 12,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,triṣṭubh
2,13,1,2-13-1,2 - 13,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,jagatī
2,13,2,2-13-2,2 - 13,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,jagatī
2,13,3,2-13-3,2 - 13,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,jagatī
2,13,4,2-13-4,2 - 13,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,jagatī
2,13,5,2-13-5,2 - 13,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,jagatī
2,13,6,2-13-6,2 - 13,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,jagatī
2,13,7,2-13-7,2 - 13,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,jagatī
2,13,8,2-13-8,2 - 13,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,jagatī
2,13,9,2-13-9,2 - 13,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,jagatī
2,13,10,2-13-10,2 - 13,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,jagatī
2,13,11,2-13-11,2 - 13,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,jagatī
2,13,12,2-13-12,2 - 13,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,jagatī
2,13,13,2-13-13,2 - 13,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,triṣṭubh
2,14,1,2-14-1,2 - 14,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,triṣṭubh
2,14,2,2-14-2,2 - 14,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,triṣṭubh
2,14,3,2-14-3,2 - 14,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,triṣṭubh
2,14,4,2-14-4,2 - 14,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,triṣṭubh
2,14,5,2-14-5,2 - 14,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,triṣṭubh
2,14,6,2-14-6,2 - 14,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,triṣṭubh
2,14,7,2-14-7,2 - 14,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,triṣṭubh
2,14,8,2-14-8,2 - 14,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,triṣṭubh
2,14,9,2-14-9,2 - 14,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,triṣṭubh
